Variation ID	Chromosome	Trait	p-Value	Catalogue ID	Risk Allele	Allele Frequency	Population	Region	Genes	Platform	PubMed
rs1015166	chr6	Response to hepatitis B vaccine	1E-8	rs1015166	None		107 Japanese ancestry low responder individuals, 351 Japanese ancestry intermediate responder individuals, 735 Japanese ancestry high responder individuals	6p21.32	TAP2	Affymetrix [427664]	29534301
rs1015166	chr6	Type 1 diabetes and autoimmune thyroid diseases	4E-22	rs1015166	None	None	346 European ancestry cases, 727 European ancestry controls	6p21.32	TAP2	Illumina [514008]	25936594
rs3761980	chr6	Foot ulcer in diabetes and neuropathy	9E-8	rs3761980	None	None	662 European ancestry type 2 diabetes cases, 37 European ancestry type 1 diabetes cases, 2,584 European ancestry type 2 diabetes controls, 111 European ancestry type 1 diabetes controls	6p21.31	MAPK14	Affymetrix, Illumina [6706850] (imputed)	28672053
rs80028505	chr6	Foot ulcer in diabetes and neuropathy	3E-8	rs80028505	None	0.09	662 European ancestry type 2 diabetes cases, 37 European ancestry type 1 diabetes cases, 2,584 European ancestry type 2 diabetes controls, 111 European ancestry type 1 diabetes controls	6p21.31	MAPK14	Affymetrix, Illumina [6706850] (imputed)	28672053
rs3757247	chr6	Vitiligo	3E-8	rs3757247	None	0.47	418 European ancestry cases, 2,810 European ancestry controls	6q15	BACH2	Illumina [495821]	22561518
rs3757247	chr6	Type 1 diabetes	1E-6	rs3757247	None	None	563 European ancestry cases, 1,146 European ancestry controls, 483 European ancestry trios	6q15	BACH2	Illumina [up to 1000000]	18840781
rs11755527	chr6	Latent autoimmune diabetes	1E-7	rs11755527	None	0.443857	2,634 European ancestry cases, 5,947 European ancestry controls	6q15	BACH2	Affymetrix, Illumina [7868002] (imputed)	30254083
rs11755527	chr6	Type 1 diabetes	3E-8	rs11755527	None	None	8,506 European ancestry cases, up to 10,596 European ancestry controls	6q15	BACH2	Affymetrix, Illumina [NR]	21829393
rs11755527	chr6	Thyroid peroxidase autoantibody levels in type 1 diabetes	1E-6	rs11755527	None		8,300 European ancestry cases	6q15	BACH2	Affymetrix, Illumina [NR]	21829393
rs11755527	chr6	Type 1 diabetes	5E-8	rs11755527	None	None	7,514 European ancestry cases, 9,045 European ancestry controls	6q15	BACH2	Affymetrix, Illumina [841622] (imputed)	19430480
rs11755527	chr6	Type 1 diabetes	5E-12	rs11755527	None	0.47	3,561 European ancestry cases, 4,646 European ancestry controls	6q15	BACH2	Affymetrix [up to 335565]	18978792
rs72928038	chr6	Lymphocyte counts	2E-37	rs72928038	None	0.170688	643,370 African American or Afro-Caribbean, African ancestry, European ancestry, East Asian ancestry, Hispanic or Latin American and South Asian ancestry individuals	6q15	None	Affymetrix, Illumina [23472807] (imputed)	32888493
rs72928038	chr6	Lymphocyte counts	4E-41	rs72928038	None	0.176926	524,923 European ancestry individuals	6q15	None	Affymetrix, Illumina [50265552] (imputed)	32888493
rs72928038	chr6	Multiple sclerosis	8E-29	rs72928038	None	None	14,802 European and unknown ancestry cases, 26,703 European and unknown ancestry controls	6q15	BACH2	Affymetrix, Illumina [8278136] (imputed)	31604244
rs72928038	chr6	Squamous cell carcinoma	5E-7	rs72928038	None	None	9,674 European ancestry cases, 625,657 European ancestry controls	6q15	BACH2	Affymetrix, Illumina [up to 9061544] (imputed)	31174203
rs72928038	chr6	Keratinocyte cancer (MTAG)	1E-20	rs72928038	None	0.819182	at least 18,538 European ancestry cases, at least 340,302 European ancestry controls	6q15	BACH2	Affymetrix [7600000] (imputed)	31174203
rs72928038	chr6	Autoimmune traits	5E-23	rs72928038	None	None	approximately 459,000 European ancestry individuals	6q15		NR [~ 8900000] (imputed)	30595370
rs72928038	chr6	Type 1 diabetes	1E-11	rs72928038	None	0.177	6,670 European ancestry cases, 22,308 European ancestry controls	6q15	BACH2	Illumina [252970]	30572963
rs72928038	chr6	Rheumatoid arthritis	2E-8	rs72928038	None	0.165	15,523 European ancestry cases, 22,308 European ancestry controls	6q15	BACH2	Illumina [252970]	30572963
rs72928038	chr6	Celiac disease	4E-7	rs72928038	None		11,489 European ancestry cases, 22,308 European ancestry controls	6q15	BACH2	Illumina [252970]	30572963
rs72928038	chr6	Autoimmune traits (pleiotropy)	9E-12	rs72928038	None	NA	11,489 European ancestry cases with celiac disease, 15,523 European ancestry cases with rheumatoid arthritis, 3,477 European ancestry cases with systemic sclerosis, 6,670 European ancestry cases with type 1 diabetes, 22,308 European ancestry controls	6q15	BACH2	Illumina [252970]	30572963
rs72928038	chr6	Non-melanoma skin cancer	1E-6	rs72928038	None	None	5,912 European ancestry cases, 181,740 European ancestry controls	6q15	None	Affymetrix [5734850] (imputed)	29739929
rs72928038	chr6	Mosquito bite size	8E-6	rs72928038	None	None	84,724 European ancestry individuals	6q15	BACH2	Illumina [13520550] (imputed)	28199695
rs72928038	chr6	Lymphocyte counts	4E-13	rs72928038	None	0.1783	171,643 European ancestry individuals	6q15	BACH2	Affymetrix [~ 2500000] (imputed)	27863252
rs72928038	chr6	Vitiligo	1E-14	rs72928038	None	0.1706	2,853 European ancestry cases and 37,405 European ancestry controls	6q15	BACH2	Illumina [8966411] (imputed)	27723757
rs72928038	chr6	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	2E-10	rs72928038	None	None	8,726 European ancestry ankylosing spondylitis cases, 19,085 European ancestry Crohn's disease cases, 6,530 European ancestry psoriasis cases, 3,408 European ancestry primary sclerosing cholangitis cases, 14,513 European ancestry ulcerative colitis cases, 34,213 European ancestry controls	6q15	BACH2	Illumina [130052]	26974007
rs72928038	chr6	Celiac disease and Rheumatoid arthritis	4E-11	rs72928038	None	None	371 South Asian ancestry celiac disease cases, 3,138 European ancestry celiac disease cases,  4,418 European ancestry rheumatoid arthritis cases,  509 South Asian ancestry celiac disease controls, 2,473 European ancestry celiac disease controls, 3,300 European ancestry rheumatoid arthritis controls, 8,872 celiac disease cases, 9,401 rheumatoid arthritis cases, 4,845 celiac disease controls, 9,627 rheumatoid arthritis controls	6q15	BACH2	Illumina [109572]	26546613
rs72928038	chr6	Type 1 diabetes	6E-14	rs72928038	None	0.17	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	6q15	BACH2	Illumina [135870]	25751624
rs72928038	chr6	Multiple sclerosis	2E-15	rs72928038	None	0.19	14,498 European ancestry cases, 24,091 European ancestry controls	6q15	BACH2	Illumina [161311]	24076602
rs72928038	chr6	Rheumatoid arthritis	8E-7	rs72928038	None	None	up to 13,838 European ancestry cases, up to 33,742 European ancestry controls	6q15	BACH2	Illumina [129464] (imputed)	23143596
rs72928038	chr6	Graves' disease	4E-6	rs72928038	None	0.177	2,285 European ancestry cases, 9,364 European ancestry controls	6q15	BACH2	Illumina [103875]	22922229
rs72928038	chr6	Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis)	1E-7	rs72928038	None	0.177	2,282 European ancestry Graves disease cases, 451 European ancestry Hashimoto's thyroiditis cases, 9364 European ancestry controls	6q15	BACH2	Illumina [103875]	22922229
rs9354144	chr6	Coronary artery disease in type 1 diabetes	6E-6	rs9354144	None	0.105	434 European ancestry cases with coronary artery disease, 3,123 European ancestry cases without coronary artery disease	6q16.1	MANEA-AS1	Illumina [6728637] (imputed)	29695241
rs11154178	chr6	Foot ulcer and neuropathy in diabetes	2E-7	rs11154178	None	None	662 European ancestry type 2 diabetes and neuropathy cases, 37 European ancestry type 1 diabetes and neuropathy cases, 4,250 European ancestry type 1 and type 2 diabetes controls	6q22.31	None	Affymetrix, Illumina [6706850] (imputed)	28672053
rs9388489	chr6	Type 1 diabetes	4E-13	rs9388489	None	0.45	7,514 European ancestry cases, 9,045 European ancestry controls	6q22.32	C6orf173	Affymetrix, Illumina [841622] (imputed)	19430480
rs1578060	chr6	Type 1 diabetes	2E-6	rs1578060	None	0.13	1,021 African American cases, 2,928 African American controls	6q22.32	CENPW	Illumina [114874]	30659077
rs1578060	chr6	Height	8E-10	rs1578060	None	0.445145	19,965 British ancestry individuals from 6863 families.	6q22.32	None	Illumina [24111857] (imputed)	28270201
rs1538171	chr6	Type 1 diabetes	7E-10	rs1538171	None	0.45	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	6q22.32	Intergenic	Illumina [135870]	25751624
rs6931865	chr6	Erectile dysfunction in type 1 diabetes	4E-6	rs6931865	None	0.336	125 European ancestry cases, 403 European ancestry controls	6q24.2	PHACTR2	Illumina [840354]	22704111
rs212408	chr6	Eczema	6E-10	rs212408	None	None	approximately 459,000 European ancestry individuals	6q25.3		NR [~ 8900000] (imputed)	30595370
rs9356171	chr6	Diisocyanate-induced asthma	7E-6	rs9356171	None	0.5466	74 European ancestry cases, 824 European ancestry controls	6q26	LOC728275, QKI	Illumina [1556551]	25918132
rs9356171	chr6	Fulminant type 1 diabetes	9E-6	rs9356171	None	None	257 Japanese ancestry cases, 419 Japanese ancestry controls	6q26	C6orf118	Affymetrix [426851] (imputed)	30552108
rs73043122	chr6	Type 1 diabetes in high risk HLA genotype individuals (time to event)	4E-6	rs73043122	None	0.013	5,806 European ancestry children	6q27	RNASET2, MIR3939	Illumina [131847]	29310926
rs924043	chr6	Type 1 diabetes	8E-9	rs924043	None	0.85	9,934 European ancestry cases, 16,956 European ancestry controls	6q27	WDR27, C6orf120, PHF10, TCTE3, C6orf208, LOC154449, DLL1, FAM120B, PSMB1, TBP, PCD2	Affymetrix, Illumina [~ 2540000] (imputed)	21980299
rs7804356	chr7	Type 1 diabetes	5E-9	rs7804356	None	0.76	7,514 European ancestry cases, 9,045 European ancestry controls	7p15.2	intergenic	Affymetrix, Illumina [841622] (imputed)	19430480
rs10245867	chr7	Multiple sclerosis	1E-11	rs10245867	rs10245867-T	None	14,802 European and unknown ancestry cases, 26,703 European and unknown ancestry controls	7p15.1	JAZF1	Affymetrix, Illumina [8278136] (imputed)	31604244
rs10245867	chr7	Eczema	5E-21	rs10245867	rs10245867-?	None	approximately 459,000 European ancestry individuals	7p15.1		NR [~ 8900000] (imputed)	30595370
rs10245867	chr7	Systemic lupus erythematosus	4E-8	rs10245867	rs10245867-?	None	6,748 European ancestry cases, 11,516 European ancestry controls	7p15.1	JAZF1	Illumina [at least 5000000] (imputed)	28714469
rs550448	chr7	Type 1 diabetes	5E-7	rs550448	None	0.86	9,934 European ancestry cases, 16,956 European ancestry controls	7p15.1	LOC100128081	Affymetrix, Illumina [~ 2540000] (imputed)	21980299
rs62447205	chr7	Type 1 diabetes	3E-8	rs62447205	None	0.72	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	7p12.2	IKZF1	Illumina [135870]	25751624
rs4948088	chr7	Type 1 diabetes	4E-8	rs4948088	None	0.95	7,514 European ancestry cases, 9,045 European ancestry controls	7p12.1	COBL	Affymetrix, Illumina [841622] (imputed)	19430480
rs10277986	chr7	Type 1 diabetes	1E-7	rs10277986	None	0.96	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	7p12.1	Intergenic	Illumina [135870]	25751624
rs77273076	chr7	Microalbuminuria in type 1 diabetes	1E-8	rs77273076	rs77273076-T	0.008	2,447 European ancestry cases, 12,113 European ancestry controls	7q22.1	MBLAC1	Illumina [up to 49000000] (imputed)	31537649
rs1989248	chr7	Chronic kidney disease (severe chronic kidney disease vs normal kidney function) in type 1 diabetes	6E-7	rs1989248	rs1989248-C	0.29	907 European ancestry cases, 210 cases, 1,661 European ancestry controls, 357 controls	7q36.1	CNTNAP2	Illumina [NR] (imputed)	27647854
rs2410601	chr8	Urinary albumin excretion rate in type 1 diabetes	4E-6	rs2410601	rs2410601-G	0.47	1,925 European ancestry cases	8p22	SH2D4A, PSD3	Illumina [2400000] (imputed)	24595857
rs28485846	chr8	Foot ulcer and neuropathy in diabetes	4E-7	rs28485846	rs28485846-?	None	662 European ancestry type 2 diabetes and neuropathy cases, 37 European ancestry type 1 diabetes and neuropathy cases, 4,250 European ancestry type 1 and type 2 diabetes controls	8p12	None	Affymetrix, Illumina [6706850] (imputed)	28672053
rs571622299	chr8	Coronary artery disease in type 1 diabetes	6E-6	rs571622299	None	0.015	434 European ancestry cases with coronary artery disease, 3,123 European ancestry cases without coronary artery disease	8q21.11	KCNB2	Illumina [6728637] (imputed)	29695241
rs12679857	chr8	Type 1 diabetes	4E-7	rs12679857	rs12679857-?	0.69	9,934 European ancestry cases, 16,956 European ancestry controls	8q24.12	TNFRSF11B	Affymetrix, Illumina [~ 2540000] (imputed)	21980299
rs4871297	chr8	Type 1 diabetes nephropathy	2E-6	rs4871297	rs4871297-A	0.52	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	8q24.13	RP11-973F15.1	Affymetrix, Illumina [~ 2500000] (imputed)	23028342
rs7831697	chr8	Pediatric autoimmune diseases	5E-7	rs7831697	rs7831697-G	0.25	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	8q24.23	intergenic	Illumina [7347414] (imputed)	26301688
rs6476839	chr9	Type 1 diabetes	1E-9	rs6476839	rs6476839-T	0.4	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	9p24.2	GLIS3	Illumina [135870]	25751624
rs7020673	chr9	Male-pattern baldness	4E-8	rs7020673	rs7020673-C	0.499652	205,327 European ancestry males	9p24.2	None	NR [19129689] (imputed)	30573740
rs7020673	chr9	Type 1 diabetes	5E-12	rs7020673	rs7020673-?	0.50	7,514 European ancestry cases, 9,045 European ancestry controls	9p24.2	GLIS3	Affymetrix, Illumina [841622] (imputed)	19430480
rs10974438	chr9	Type 2 diabetes	9E-23	rs10974438	None	0.3556	148,726 European ancestry cases, 965,732 European ancestry controls	9p24.2	None	Affymetrix, Illumina [1198787] (imputed)	32541925
rs10974438	chr9	Osteoarthritis	1E-8	rs10974438	None	0.65	77,052 European ancestry cases, 378,169 European ancestry controls	9p24.2	None	Affymetrix, Illumina [up to 17000000] (imputed)	30664745
rs10974438	chr9	Type 2 diabetes	5E-9	rs10974438	None	None	approximately 459,000 European ancestry individuals	9p24.2		NR [~ 8900000] (imputed)	30595370
rs10974438	chr9	Height	2E-10	rs10974438	None	None	approximately 458,000 European ancestry individuals	9p24.2		NR [~ 8900000] (imputed)	30595370
rs10974438	chr9	Type 2 diabetes	2E-14	rs10974438	None	0.3567	74,124 European ancestry cases, 824,006 European ancestry controls	9p24.2	GLIS3	Affymetrix, Illumina [~ 27000000] (imputed)	30297969
rs10974438	chr9	Type 2 diabetes	3E-15	rs10974438	None	0.351215240515481	61,714 European ancestry cases, 1,178 Pakistani ancestry cases, 593,952 European ancestry controls, 2,472 Pakistani ancestry controls	9p24.2	GLIS3	NR [5035015] (imputed)	30054458
rs10758593	chr9	Insomnia	5E-9	rs10758593	None	0.6011	651,923 European ancestry males, 679,087 European ancestry females	9p24.2	None	Affymetrix, Illumina [NR] (imputed)	30804565
rs10758593	chr9	Type 2 diabetes	6E-7	rs10758593	None	None	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	9p24.2	GLIS3	Affymetrix, Illumina [up to 2500000] (imputed)	22885922
rs10758593	chr9	Type 2 diabetes	3E-7	rs10758593	None	0.424978205720837	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	9p24.2	GLIS3	Affymetrix, Illumina [up to 2500000] (imputed)	22885922
rs10758593	chr9	Type 1 diabetes	3E-6	rs10758593	None	None	563 European ancestry cases, 1,146 European ancestry controls, 483 European ancestry trios	9p24.2	GLIS3	Illumina [up to 1000000]	18840781
rs36051895	chr9	Eczema	1E-7	rs36051895	None	None	approximately 459,000 European ancestry individuals	9p24.1		NR [~ 8900000] (imputed)	30595370
rs36051895	chr9	Pediatric autoimmune diseases	9E-8	rs36051895	None	0.29	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	9p24.1	JAK2	Illumina [7347414] (imputed)	26301688
rs7042370	chr9	Pediatric autoimmune diseases	1E-7	rs7042370	rs7042370-T	0.43	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	9p23	LURAP1L	Illumina [7347414] (imputed)	26301688
